FID,mode,season,route_id,route_name,direction_id,day_type_id,day_type_name,time_period_id,time_period_name,stop_name,stop_id,total_ons,total_offs,number_service_days,average_ons,average_offs,average_flow
683,0,Fall 2019,Green,Green Line,1,day_type_01,weekday,time_period_01,VERY_EARLY_MORNING,Blandford Street,place-bland,4,23,77,0,0,66
684,0,Fall 2019,Green,Green Line,1,day_type_01,weekday,time_period_01,VERY_EARLY_MORNING,Brandon Hall,place-bndhl,151,5,77,2,0,24
685,0,Fall 2019,Green,Green Line,1,day_type_01,weekday,time_period_01,VERY_EARLY_MORNING,Boylston,place-boyls,891,2616,77,12,34,227
686,0,Fall 2019,Green,Green Line,1,day_type_01,weekday,time_period_01,VERY_EARLY_MORNING,Packards Corner,place-brico,476,58,77,6,1,64
687,0,Fall 2019,Green,Green Line,1,day_type_01,weekday,time_period_01,VERY_EARLY_MORNING,Brookline Hills,place-brkhl,264,15,77,3,0,101
688,0,Fall 2019,Green,Green Line,1,day_type_01,weekday,time_period_01,VERY_EARLY_MORNING,Brigham Circle,place-brmnl,215,0,77,3,0,10
689,0,Fall 2019,Green,Green Line,1,day_type_01,weekday,time_period_01,VERY_EARLY_MORNING,Boston Univ. Central,place-bucen,45,56,77,1,1,66
690,0,Fall 2019,Green,Green Line,1,day_type_01,weekday,time_period_01,VERY_EARLY_MORNING,Boston Univ. East,place-buest,14,20,77,0,0,66
691,0,Fall 2019,Green,Green Line,1,day_type_01,weekday,time_period_01,VERY_EARLY_MORNING,Boston Univ. West,place-buwst,28,41,77,0,1,67
692,0,Fall 2019,Green,Green Line,1,day_type_01,weekday,time_period_01,VERY_EARLY_MORNING,Brookline Village,place-bvmnl,433,165,77,6,2,105
693,0,Fall 2019,Green,Green Line,1,day_type_01,weekday,time_period_01,VERY_EARLY_MORNING,Chestnut Hill,place-chhil,557,34,77,7,0,87
694,0,Fall 2019,Green,Green Line,1,day_type_01,weekday,time_period_01,VERY_EARLY_MORNING,Chestnut Hill Ave.,place-chill,329,0,77,4,0,7
695,0,Fall 2019,Green,Green Line,1,day_type_01,weekday,time_period_01,VERY_EARLY_MORNING,Chiswick Road,place-chswk,516,12,77,7,0,14
696,0,Fall 2019,Green,Green Line,1,day_type_01,weekday,time_period_01,VERY_EARLY_MORNING,Cleveland Circle,place-clmnl,237,0,77,3,0,3
697,0,Fall 2019,Green,Green Line,1,day_type_01,weekday,time_period_01,VERY_EARLY_MORNING,Copley,place-coecl,2676,2850,77,35,37,257
698,0,Fall 2019,Green,Green Line,1,day_type_01,weekday,time_period_01,VERY_EARLY_MORNING,Coolidge Corner,place-cool,612,48,77,8,1,34
699,0,Fall 2019,Green,Green Line,1,day_type_01,weekday,time_period_01,VERY_EARLY_MORNING,Dean Road,place-denrd,177,5,77,2,0,9
700,0,Fall 2019,Green,Green Line,1,day_type_01,weekday,time_period_01,VERY_EARLY_MORNING,Eliot,place-eliot,601,0,77,8,0,65
701,0,Fall 2019,Green,Green Line,1,day_type_01,weekday,time_period_01,VERY_EARLY_MORNING,Englewood Ave.,place-engav,323,2,77,4,0,7
702,0,Fall 2019,Green,Green Line,1,day_type_01,weekday,time_period_01,VERY_EARLY_MORNING,Fairbanks Street,place-fbkst,269,4,77,3,0,22
703,0,Fall 2019,Green,Green Line,1,day_type_01,weekday,time_period_01,VERY_EARLY_MORNING,Fenwood Road,place-fenwd,40,21,77,1,0,7
704,0,Fall 2019,Green,Green Line,1,day_type_01,weekday,time_period_01,VERY_EARLY_MORNING,Fenway,place-fenwy,201,239,77,3,3,97
705,0,Fall 2019,Green,Green Line,1,day_type_01,weekday,time_period_01,VERY_EARLY_MORNING,Government Center,place-gover,1807,6558,77,23,85,82
706,0,Fall 2019,Green,Green Line,1,day_type_01,weekday,time_period_01,VERY_EARLY_MORNING,Griggs Street,place-grigg,575,27,77,7,0,53
707,0,Fall 2019,Green,Green Line,1,day_type_01,weekday,time_period_01,VERY_EARLY_MORNING,Haymarket,place-haecl,1271,2269,77,17,29,69
708,0,Fall 2019,Green,Green Line,1,day_type_01,weekday,time_period_01,VERY_EARLY_MORNING,Harvard Ave.,place-harvd,632,241,77,8,3,58
709,0,Fall 2019,Green,Green Line,1,day_type_01,weekday,time_period_01,VERY_EARLY_MORNING,Heath Street,place-hsmnl,256,0,77,3,0,3
710,0,Fall 2019,Green,Green Line,1,day_type_01,weekday,time_period_01,VERY_EARLY_MORNING,Hawes Street,place-hwsst,28,5,77,0,0,37
711,0,Fall 2019,Green,Green Line,1,day_type_01,weekday,time_period_01,VERY_EARLY_MORNING,Hynes Convention Center,place-hymnl,2090,1720,77,27,22,238
712,0,Fall 2019,Green,Green Line,1,day_type_01,weekday,time_period_01,VERY_EARLY_MORNING,Kenmore,place-kencl,3253,924,77,42,12,233
713,0,Fall 2019,Green,Green Line,1,day_type_01,weekday,time_period_01,VERY_EARLY_MORNING,Kent Street,place-kntst,87,6,77,1,0,37
714,0,Fall 2019,Green,Green Line,1,day_type_01,weekday,time_period_01,VERY_EARLY_MORNING,Boston College,place-lake,56,0,77,1,0,1
715,0,Fall 2019,Green,Green Line,1,day_type_01,weekday,time_period_01,VERY_EARLY_MORNING,Lechmere,place-lech,0,2181,77,0,28,0
716,0,Fall 2019,Green,Green Line,1,day_type_01,weekday,time_period_01,VERY_EARLY_MORNING,Longwood Medical Area,place-lngmd,181,9,77,2,0,12
717,0,Fall 2019,Green,Green Line,1,day_type_01,weekday,time_period_01,VERY_EARLY_MORNING,Longwood,place-longw,93,669,77,1,9,97
718,0,Fall 2019,Green,Green Line,1,day_type_01,weekday,time_period_01,VERY_EARLY_MORNING,Museum of Fine Arts,place-mfa,92,1,77,1,0,13
719,0,Fall 2019,Green,Green Line,1,day_type_01,weekday,time_period_01,VERY_EARLY_MORNING,Mission Park,place-mispk,161,0,77,2,0,7
720,0,Fall 2019,Green,Green Line,1,day_type_01,weekday,time_period_01,VERY_EARLY_MORNING,Newton Highlands,place-newtn,469,2,77,6,0,71
721,0,Fall 2019,Green,Green Line,1,day_type_01,weekday,time_period_01,VERY_EARLY_MORNING,Newton Centre,place-newto,723,2,77,9,0,80
722,0,Fall 2019,Green,Green Line,1,day_type_01,weekday,time_period_01,VERY_EARLY_MORNING,North Station,place-north,131,2908,77,2,38,33
723,0,Fall 2019,Green,Green Line,1,day_type_01,weekday,time_period_01,VERY_EARLY_MORNING,Northeastern University,place-nuniv,149,19,77,2,0,15
724,0,Fall 2019,Green,Green Line,1,day_type_01,weekday,time_period_01,VERY_EARLY_MORNING,Park Street,place-pktrm,3694,10130,77,48,132,144
725,0,Fall 2019,Green,Green Line,1,day_type_01,weekday,time_period_01,VERY_EARLY_MORNING,Pleasant Street,place-plsgr,46,40,77,1,1,67
726,0,Fall 2019,Green,Green Line,1,day_type_01,weekday,time_period_01,VERY_EARLY_MORNING,Prudential,place-prmnl,181,51,77,2,1,21
727,0,Fall 2019,Green,Green Line,1,day_type_01,weekday,time_period_01,VERY_EARLY_MORNING,Riverside,place-river,920,0,77,12,0,12
728,0,Fall 2019,Green,Green Line,1,day_type_01,weekday,time_period_01,VERY_EARLY_MORNING,Reservoir,place-rsmnl,627,179,77,8,2,93
729,0,Fall 2019,Green,Green Line,1,day_type_01,weekday,time_period_01,VERY_EARLY_MORNING,Riverway,place-rvrwy,83,1,77,1,0,5
730,0,Fall 2019,Green,Green Line,1,day_type_01,weekday,time_period_01,VERY_EARLY_MORNING,Saint Mary Street,place-smary,226,44,77,3,1,40
731,0,Fall 2019,Green,Green Line,1,day_type_01,weekday,time_period_01,VERY_EARLY_MORNING,South Street,place-sougr,163,0,77,2,0,3
732,0,Fall 2019,Green,Green Line,1,day_type_01,weekday,time_period_01,VERY_EARLY_MORNING,Science Park,place-spmnl,18,377,77,0,5,28
733,0,Fall 2019,Green,Green Line,1,day_type_01,weekday,time_period_01,VERY_EARLY_MORNING,Sutherland Road,place-sthld,511,9,77,7,0,20
734,0,Fall 2019,Green,Green Line,1,day_type_01,weekday,time_period_01,VERY_EARLY_MORNING,Saint Paul Street,place-stplb,45,25,77,1,0,67
735,0,Fall 2019,Green,Green Line,1,day_type_01,weekday,time_period_01,VERY_EARLY_MORNING,Saint Paul Street,place-stpul,227,25,77,3,0,36
736,0,Fall 2019,Green,Green Line,1,day_type_01,weekday,time_period_01,VERY_EARLY_MORNING,Summit Ave.,place-sumav,211,6,77,3,0,26
737,0,Fall 2019,Green,Green Line,1,day_type_01,weekday,time_period_01,VERY_EARLY_MORNING,Symphony,place-symcl,349,33,77,5,0,19
738,0,Fall 2019,Green,Green Line,1,day_type_01,weekday,time_period_01,VERY_EARLY_MORNING,Tappan Street,place-tapst,324,0,77,4,0,14
739,0,Fall 2019,Green,Green Line,1,day_type_01,weekday,time_period_01,VERY_EARLY_MORNING,Waban,place-waban,159,0,77,2,0,57
740,0,Fall 2019,Green,Green Line,1,day_type_01,weekday,time_period_01,VERY_EARLY_MORNING,Washington Street,place-wascm,927,8,77,12,0,32
741,0,Fall 2019,Green,Green Line,1,day_type_01,weekday,time_period_01,VERY_EARLY_MORNING,Woodland,place-woodl,552,2,77,7,0,55
742,0,Fall 2019,Green,Green Line,1,day_type_01,weekday,time_period_01,VERY_EARLY_MORNING,Warren Street,place-wrnst,639,4,77,8,0,40
743,0,Fall 2019,Green,Green Line,1,day_type_01,weekday,time_period_02,EARLY_AM,Allston Street,place-alsgr,1733,71,77,23,1,126
744,0,Fall 2019,Green,Green Line,1,day_type_01,weekday,time_period_02,EARLY_AM,Arlington,place-armnl,3617,6147,77,47,80,810
745,0,Fall 2019,Green,Green Line,1,day_type_01,weekday,time_period_02,EARLY_AM,Babcock Street,place-babck,738,75,77,10,1,195
746,0,Fall 2019,Green,Green Line,1,day_type_01,weekday,time_period_02,EARLY_AM,Back of the Hill,place-bckhl,158,7,77,2,0,14
747,0,Fall 2019,Green,Green Line,1,day_type_01,weekday,time_period_02,EARLY_AM,Beaconsfield,place-bcnfd,1715,140,77,22,2,264
748,0,Fall 2019,Green,Green Line,1,day_type_01,weekday,time_period_02,EARLY_AM,Washington Square,place-bcnwa,1398,18,77,18,0,61
749,0,Fall 2019,Green,Green Line,1,day_type_01,weekday,time_period_02,EARLY_AM,Blandford Street,place-bland,52,122,77,1,2,198
750,0,Fall 2019,Green,Green Line,1,day_type_01,weekday,time_period_02,EARLY_AM,Brandon Hall,place-bndhl,537,12,77,7,0,78
751,0,Fall 2019,Green,Green Line,0,day_type_02,saturday,time_period_10,OFF_PEAK,Sutherland Road,place-sthld,48,1534,12,4,128,432
752,0,Fall 2019,Green,Green Line,0,day_type_02,saturday,time_period_10,OFF_PEAK,Saint Paul Street,place-stplb,476,1848,12,40,154,3170
753,0,Fall 2019,Green,Green Line,0,day_type_02,saturday,time_period_10,OFF_PEAK,Saint Paul Street,place-stpul,49,1156,12,4,96,1255
754,0,Fall 2019,Green,Green Line,0,day_type_02,saturday,time_period_10,OFF_PEAK,Summit Ave.,place-sumav,189,1518,12,16,127,723
755,0,Fall 2019,Green,Green Line,0,day_type_02,saturday,time_period_10,OFF_PEAK,Symphony,place-symcl,2932,18249,12,244,1521,3280
756,0,Fall 2019,Green,Green Line,0,day_type_02,saturday,time_period_10,OFF_PEAK,Tappan Street,place-tapst,54,1542,12,5,129,378
757,0,Fall 2019,Green,Green Line,0,day_type_02,saturday,time_period_10,OFF_PEAK,Waban,place-waban,13,243,12,1,20,349
758,0,Fall 2019,Green,Green Line,0,day_type_02,saturday,time_period_10,OFF_PEAK,Washington Street,place-wascm,366,3563,12,31,297,556
759,0,Fall 2019,Green,Green Line,0,day_type_02,saturday,time_period_10,OFF_PEAK,Woodland,place-woodl,0,670,12,0,56,293
760,0,Fall 2019,Green,Green Line,0,day_type_02,saturday,time_period_10,OFF_PEAK,Warren Street,place-wrnst,278,3653,12,23,304,822
761,0,Fall 2019,Green,Green Line,0,day_type_03,sunday,time_period_11,OFF_PEAK,Allston Street,place-alsgr,218,2143,8,27,268,1132
762,0,Fall 2019,Green,Green Line,0,day_type_03,sunday,time_period_11,OFF_PEAK,Arlington,place-armnl,13252,16516,8,1656,2065,19226
763,0,Fall 2019,Green,Green Line,0,day_type_03,sunday,time_period_11,OFF_PEAK,Babcock Street,place-babck,611,2839,8,76,355,2565
764,0,Fall 2019,Green,Green Line,0,day_type_03,sunday,time_period_11,OFF_PEAK,Back of the Hill,place-bckhl,0,730,8,0,91,163
765,0,Fall 2019,Green,Green Line,0,day_type_03,sunday,time_period_11,OFF_PEAK,Beaconsfield,place-bcnfd,74,1127,8,9,141,1041
766,0,Fall 2019,Green,Green Line,0,day_type_03,sunday,time_period_11,OFF_PEAK,Washington Square,place-bcnwa,53,909,8,7,114,487
767,0,Fall 2019,Green,Green Line,0,day_type_03,sunday,time_period_11,OFF_PEAK,Blandford Street,place-bland,691,1045,8,86,131,3176
768,0,Fall 2019,Green,Green Line,0,day_type_03,sunday,time_period_11,OFF_PEAK,Brandon Hall,place-bndhl,19,294,8,2,37,653
769,0,Fall 2019,Green,Green Line,0,day_type_03,sunday,time_period_11,OFF_PEAK,Boylston,place-boyls,24579,11261,8,3072,1408,19634
770,0,Fall 2019,Green,Green Line,0,day_type_03,sunday,time_period_11,OFF_PEAK,Packards Corner,place-brico,1441,3147,8,180,393,2351
771,0,Fall 2019,Green,Green Line,0,day_type_03,sunday,time_period_11,OFF_PEAK,Brookline Hills,place-brkhl,111,871,8,14,109,1173
772,0,Fall 2019,Green,Green Line,0,day_type_03,sunday,time_period_11,OFF_PEAK,Brigham Circle,place-brmnl,204,3241,8,26,405,984
773,0,Fall 2019,Green,Green Line,0,day_type_03,sunday,time_period_11,OFF_PEAK,Boston Univ. Central,place-bucen,1262,1131,8,158,141,3142
774,0,Fall 2019,Green,Green Line,0,day_type_03,sunday,time_period_11,OFF_PEAK,Boston Univ. East,place-buest,591,996,8,74,125,3126
775,0,Fall 2019,Green,Green Line,0,day_type_03,sunday,time_period_11,OFF_PEAK,Boston Univ. West,place-buwst,581,851,8,73,106,3108
776,0,Fall 2019,Green,Green Line,0,day_type_03,sunday,time_period_11,OFF_PEAK,Brookline Village,place-bvmnl,568,2750,8,71,344,1268
777,0,Fall 2019,Green,Green Line,0,day_type_03,sunday,time_period_11,OFF_PEAK,Chestnut Hill,place-chhil,43,849,8,5,106,776
778,0,Fall 2019,Green,Green Line,0,day_type_03,sunday,time_period_11,OFF_PEAK,Chestnut Hill Ave.,place-chill,20,977,8,3,122,169
779,0,Fall 2019,Green,Green Line,0,day_type_03,sunday,time_period_11,OFF_PEAK,Chiswick Road,place-chswk,36,1367,8,5,171,289
780,0,Fall 2019,Green,Green Line,0,day_type_03,sunday,time_period_11,OFF_PEAK,Cleveland Circle,place-clmnl,0,740,8,0,93,0
781,0,Fall 2019,Green,Green Line,0,day_type_03,sunday,time_period_11,OFF_PEAK,Copley,place-coecl,20381,31956,8,2548,3994,10880
782,0,Fall 2019,Green,Green Line,0,day_type_03,sunday,time_period_11,OFF_PEAK,Coolidge Corner,place-cool,1281,3939,8,160,492,794
783,0,Fall 2019,Green,Green Line,0,day_type_03,sunday,time_period_11,OFF_PEAK,Dean Road,place-denrd,11,800,8,1,100,265
784,0,Fall 2019,Green,Green Line,0,day_type_03,sunday,time_period_11,OFF_PEAK,Eliot,place-eliot,14,421,8,2,53,512
785,0,Fall 2019,Green,Green Line,0,day_type_03,sunday,time_period_11,OFF_PEAK,Englewood Ave.,place-engav,0,1375,8,0,172,93
786,0,Fall 2019,Green,Green Line,0,day_type_03,sunday,time_period_11,OFF_PEAK,Fairbanks Street,place-fbkst,24,492,8,3,62,594
787,0,Fall 2019,Green,Green Line,0,day_type_03,sunday,time_period_11,OFF_PEAK,Fenwood Road,place-fenwd,41,1225,8,5,153,836
788,0,Fall 2019,Green,Green Line,0,day_type_03,sunday,time_period_11,OFF_PEAK,Fenway,place-fenwy,889,2009,8,111,251,1661
789,0,Fall 2019,Green,Green Line,0,day_type_03,sunday,time_period_11,OFF_PEAK,Government Center,place-gover,57534,8802,8,7192,1100,13214
790,0,Fall 2019,Green,Green Line,0,day_type_03,sunday,time_period_11,OFF_PEAK,Griggs Street,place-grigg,325,2573,8,41,322,1372
791,0,Fall 2019,Green,Green Line,0,day_type_03,sunday,time_period_11,OFF_PEAK,Haymarket,place-haecl,21016,3665,8,2627,458,7123
792,0,Fall 2019,Green,Green Line,0,day_type_03,sunday,time_period_11,OFF_PEAK,Harvard Ave.,place-harvd,1942,7527,8,243,941,1653
793,0,Fall 2019,Green,Green Line,0,day_type_03,sunday,time_period_11,OFF_PEAK,Heath Street,place-hsmnl,0,1301,8,0,163,0
794,0,Fall 2019,Green,Green Line,0,day_type_03,sunday,time_period_11,OFF_PEAK,Hawes Street,place-hwsst,40,370,8,5,46,1269
795,0,Fall 2019,Green,Green Line,0,day_type_03,sunday,time_period_11,OFF_PEAK,Hynes Convention Center,place-hymnl,14726,25085,8,1841,3136,11576
796,0,Fall 2019,Green,Green Line,0,day_type_03,sunday,time_period_11,OFF_PEAK,Kenmore,place-kencl,8908,49363,8,1113,6170,2173
797,0,Fall 2019,Green,Green Line,0,day_type_03,sunday,time_period_11,OFF_PEAK,Kent Street,place-kntst,53,426,8,7,53,1222
798,0,Fall 2019,Green,Green Line,0,day_type_03,sunday,time_period_11,OFF_PEAK,Boston College,place-lake,0,664,8,0,83,0
799,0,Fall 2019,Green,Green Line,0,day_type_03,sunday,time_period_11,OFF_PEAK,Lechmere,place-lech,20435,0,8,2554,0,2554
800,0,Fall 2019,Green,Green Line,0,day_type_03,sunday,time_period_11,OFF_PEAK,Longwood Medical Area,place-lngmd,177,3520,8,22,440,1364
801,0,Fall 2019,Green,Green Line,1,day_type_01,weekday,time_period_05,MIDDAY_SCHOOL,Brookline Hills,place-brkhl,3729,253,77,48,3,486
802,0,Fall 2019,Green,Green Line,1,day_type_01,weekday,time_period_05,MIDDAY_SCHOOL,Brigham Circle,place-brmnl,14792,153,77,192,2,366
803,0,Fall 2019,Green,Green Line,1,day_type_01,weekday,time_period_05,MIDDAY_SCHOOL,Boston Univ. Central,place-bucen,4436,2195,77,58,29,626
804,0,Fall 2019,Green,Green Line,1,day_type_01,weekday,time_period_05,MIDDAY_SCHOOL,Boston Univ. East,place-buest,3242,1674,77,42,22,647
805,0,Fall 2019,Green,Green Line,1,day_type_01,weekday,time_period_02,EARLY_AM,Boylston,place-boyls,2505,7460,77,33,97,745
806,0,Fall 2019,Green,Green Line,1,day_type_01,weekday,time_period_05,MIDDAY_SCHOOL,Boston Univ. West,place-buwst,3186,678,77,41,9,597
807,0,Fall 2019,Green,Green Line,1,day_type_01,weekday,time_period_05,MIDDAY_SCHOOL,Brookline Village,place-bvmnl,7085,2041,77,92,27,551
808,0,Fall 2019,Green,Green Line,1,day_type_01,weekday,time_period_05,MIDDAY_SCHOOL,Chestnut Hill,place-chhil,4794,162,77,62,2,390
809,0,Fall 2019,Green,Green Line,1,day_type_01,weekday,time_period_05,MIDDAY_SCHOOL,Chestnut Hill Ave.,place-chill,1481,26,77,19,0,27
810,0,Fall 2019,Green,Green Line,1,day_type_01,weekday,time_period_05,MIDDAY_SCHOOL,Chiswick Road,place-chswk,1990,162,77,26,2,51
811,0,Fall 2019,Green,Green Line,1,day_type_01,weekday,time_period_05,MIDDAY_SCHOOL,Cleveland Circle,place-clmnl,1963,0,77,25,0,25
812,0,Fall 2019,Green,Green Line,1,day_type_01,weekday,time_period_05,MIDDAY_SCHOOL,Copley,place-coecl,117636,55806,77,1528,725,5018
813,0,Fall 2019,Green,Green Line,1,day_type_01,weekday,time_period_05,MIDDAY_SCHOOL,Coolidge Corner,place-cool,7283,1158,77,95,15,204
814,0,Fall 2019,Green,Green Line,1,day_type_01,weekday,time_period_05,MIDDAY_SCHOOL,Dean Road,place-denrd,1006,34,77,13,0,34
815,0,Fall 2019,Green,Green Line,1,day_type_01,weekday,time_period_05,MIDDAY_SCHOOL,Eliot,place-eliot,1426,79,77,19,1,234
816,0,Fall 2019,Green,Green Line,1,day_type_01,weekday,time_period_06,PM_PEAK,Newton Centre,place-newto,5673,477,77,74,6,568
817,0,Fall 2019,Green,Green Line,1,day_type_01,weekday,time_period_05,MIDDAY_SCHOOL,Englewood Ave.,place-engav,1162,1515,77,15,20,21
818,0,Fall 2019,Green,Green Line,1,day_type_01,weekday,time_period_05,MIDDAY_SCHOOL,Fairbanks Street,place-fbkst,1147,93,77,15,1,99
819,0,Fall 2019,Green,Green Line,1,day_type_01,weekday,time_period_03,AM_PEAK,Mission Park,place-mispk,6019,194,77,78,3,236
820,0,Fall 2019,Green,Green Line,1,day_type_01,weekday,time_period_05,MIDDAY_SCHOOL,Fenwood Road,place-fenwd,1890,459,77,25,6,176
821,0,Fall 2019,Green,Green Line,1,day_type_01,weekday,time_period_05,MIDDAY_SCHOOL,Fenway,place-fenwy,6608,1435,77,86,19,666
822,0,Fall 2019,Green,Green Line,1,day_type_01,weekday,time_period_05,MIDDAY_SCHOOL,Government Center,place-gover,21075,179877,77,274,2336,2282
823,0,Fall 2019,Green,Green Line,1,day_type_01,weekday,time_period_05,MIDDAY_SCHOOL,Griggs Street,place-grigg,3973,280,77,52,4,282
824,0,Fall 2019,Green,Green Line,1,day_type_01,weekday,time_period_05,MIDDAY_SCHOOL,Haymarket,place-haecl,9207,66566,77,120,864,1537
825,0,Fall 2019,Green,Green Line,1,day_type_01,weekday,time_period_05,MIDDAY_SCHOOL,Harvard Ave.,place-harvd,7247,2023,77,94,26,350
826,0,Fall 2019,Green,Green Line,1,day_type_01,weekday,time_period_05,MIDDAY_SCHOOL,Heath Street,place-hsmnl,5271,0,77,68,0,68
827,0,Fall 2019,Green,Green Line,1,day_type_01,weekday,time_period_05,MIDDAY_SCHOOL,Hawes Street,place-hwsst,843,185,77,11,2,241
828,0,Fall 2019,Green,Green Line,1,day_type_01,weekday,time_period_05,MIDDAY_SCHOOL,Hynes Convention Center,place-hymnl,60006,23433,77,779,304,2909
829,0,Fall 2019,Green,Green Line,1,day_type_01,weekday,time_period_05,MIDDAY_SCHOOL,Kenmore,place-kencl,79247,15017,77,1029,195,2434
830,0,Fall 2019,Green,Green Line,1,day_type_01,weekday,time_period_05,MIDDAY_SCHOOL,Kent Street,place-kntst,1092,173,77,14,2,232
831,0,Fall 2019,Green,Green Line,1,day_type_01,weekday,time_period_05,MIDDAY_SCHOOL,Boston College,place-lake,2717,0,77,35,0,35
832,0,Fall 2019,Green,Green Line,1,day_type_01,weekday,time_period_05,MIDDAY_SCHOOL,Lechmere,place-lech,0,38910,77,0,505,0
833,0,Fall 2019,Green,Green Line,1,day_type_01,weekday,time_period_05,MIDDAY_SCHOOL,Longwood Medical Area,place-lngmd,11356,522,77,147,7,507
834,0,Fall 2019,Green,Green Line,1,day_type_01,weekday,time_period_05,MIDDAY_SCHOOL,Longwood,place-longw,4615,990,77,60,13,598
835,0,Fall 2019,Green,Green Line,1,day_type_01,weekday,time_period_05,MIDDAY_SCHOOL,Museum of Fine Arts,place-mfa,8631,811,77,112,11,608
836,0,Fall 2019,Green,Green Line,1,day_type_01,weekday,time_period_05,MIDDAY_SCHOOL,Mission Park,place-mispk,3937,206,77,51,3,157
837,0,Fall 2019,Green,Green Line,1,day_type_01,weekday,time_period_05,MIDDAY_SCHOOL,Newton Highlands,place-newtn,3412,274,77,44,4,274
838,0,Fall 2019,Green,Green Line,1,day_type_01,weekday,time_period_05,MIDDAY_SCHOOL,Newton Centre,place-newto,4487,234,77,58,3,330
839,0,Fall 2019,Green,Green Line,1,day_type_01,weekday,time_period_05,MIDDAY_SCHOOL,North Station,place-north,4638,77673,77,60,1009,588
840,0,Fall 2019,Green,Green Line,1,day_type_01,weekday,time_period_05,MIDDAY_SCHOOL,Northeastern University,place-nuniv,8265,1615,77,107,21,695
841,0,Fall 2019,Green,Green Line,1,day_type_01,weekday,time_period_05,MIDDAY_SCHOOL,Park Street,place-pktrm,115410,222458,77,1499,2889,4344
842,0,Fall 2019,Green,Green Line,1,day_type_01,weekday,time_period_05,MIDDAY_SCHOOL,Pleasant Street,place-plsgr,3699,430,77,48,6,527
843,0,Fall 2019,Green,Green Line,1,day_type_01,weekday,time_period_05,MIDDAY_SCHOOL,Prudential,place-prmnl,36359,4172,77,472,54,1306
844,0,Fall 2019,Green,Green Line,1,day_type_01,weekday,time_period_05,MIDDAY_SCHOOL,Riverside,place-river,3296,0,77,43,0,43
845,0,Fall 2019,Green,Green Line,1,day_type_01,weekday,time_period_05,MIDDAY_SCHOOL,Reservoir,place-rsmnl,4518,1846,77,59,24,424
846,0,Fall 2019,Green,Green Line,1,day_type_01,weekday,time_period_05,MIDDAY_SCHOOL,Riverway,place-rvrwy,2348,112,77,30,1,109
847,0,Fall 2019,Green,Green Line,1,day_type_01,weekday,time_period_05,MIDDAY_SCHOOL,Saint Mary Street,place-smary,3113,727,77,40,9,272
848,0,Fall 2019,Green,Green Line,1,day_type_01,weekday,time_period_05,MIDDAY_SCHOOL,South Street,place-sougr,567,2628,77,7,34,9
849,0,Fall 2019,Green,Green Line,1,day_type_01,weekday,time_period_05,MIDDAY_SCHOOL,Science Park,place-spmnl,958,7351,77,12,95,505
850,0,Fall 2019,Green,Green Line,1,day_type_01,weekday,time_period_05,MIDDAY_SCHOOL,Sutherland Road,place-sthld,1699,70,77,22,1,72
851,0,Fall 2019,Green,Green Line,1,day_type_01,weekday,time_period_05,MIDDAY_SCHOOL,Saint Paul Street,place-stplb,3591,659,77,47,9,565
852,0,Fall 2019,Green,Green Line,1,day_type_01,weekday,time_period_05,MIDDAY_SCHOOL,Saint Paul Street,place-stpul,1431,214,77,19,3,220
853,0,Fall 2019,Green,Green Line,1,day_type_01,weekday,time_period_05,MIDDAY_SCHOOL,Summit Ave.,place-sumav,1879,207,77,24,3,125
854,0,Fall 2019,Green,Green Line,1,day_type_01,weekday,time_period_04,MIDDAY_BASE,Fenwood Road,place-fenwd,2399,826,77,31,11,251
855,0,Fall 2019,Green,Green Line,1,day_type_01,weekday,time_period_02,EARLY_AM,Saint Paul Street,place-stpul,864,28,77,11,0,127
856,0,Fall 2019,Green,Green Line,1,day_type_01,weekday,time_period_06,PM_PEAK,North Station,place-north,11210,194252,77,146,2523,1235
857,0,Fall 2019,Green,Green Line,1,day_type_01,weekday,time_period_04,MIDDAY_BASE,Fenway,place-fenwy,9078,3362,77,118,44,1314
858,0,Fall 2019,Green,Green Line,1,day_type_01,weekday,time_period_02,EARLY_AM,Summit Ave.,place-sumav,1245,28,77,16,0,94
859,0,Fall 2019,Green,Green Line,1,day_type_01,weekday,time_period_02,EARLY_AM,Packards Corner,place-brico,1166,51,77,15,1,186
860,0,Fall 2019,Green,Green Line,1,day_type_01,weekday,time_period_02,EARLY_AM,Symphony,place-symcl,3490,253,77,45,3,114
861,0,Fall 2019,Green,Green Line,1,day_type_01,weekday,time_period_03,AM_PEAK,Newton Highlands,place-newtn,7110,277,77,92,4,690
862,0,Fall 2019,Green,Green Line,1,day_type_01,weekday,time_period_02,EARLY_AM,Tappan Street,place-tapst,927,11,77,12,0,43
863,0,Fall 2019,Green,Green Line,1,day_type_01,weekday,time_period_03,AM_PEAK,Newton Centre,place-newto,8084,199,77,105,3,792
864,0,Fall 2019,Green,Green Line,1,day_type_01,weekday,time_period_02,EARLY_AM,Brookline Hills,place-brkhl,1328,48,77,17,1,281
865,0,Fall 2019,Green,Green Line,1,day_type_01,weekday,time_period_02,EARLY_AM,Waban,place-waban,844,5,77,11,0,140
866,0,Fall 2019,Green,Green Line,1,day_type_01,weekday,time_period_04,MIDDAY_BASE,Government Center,place-gover,30558,151974,77,397,1974,2519
